gene,pathway,database,cluster
VTA1,endomembrane system organization,GO:BP,C3
TIGAR,regulation of programmed cell death,GO:BP,C3
RTN4,endomembrane system organization,GO:BP,C3
XPNPEP1,regulation of programmed cell death,GO:BP,C3
SAR1A,nitrogen compound transport,GO:BP,C3
SH3GLB2,Unmapped,NA,C3
FARSB,Unmapped,NA,C3
MAN2C1,Unmapped,NA,C3
ARL8B,endomembrane system organization,GO:BP,C3
DPP3,Unmapped,NA,C3
ERAP1,Unmapped,NA,C3
FAM120A,Unmapped,NA,C3
MAT2B,Unmapped,NA,C3
LMCD1,Unmapped,NA,C3
CHMP5,endomembrane system organization,GO:BP,C3
CNIH4,nitrogen compound transport,GO:BP,C3
EMC3,endomembrane system organization,GO:BP,C3
MRPL36,Unmapped,NA,C3
LARS1,Unmapped,NA,C3
DPM3,Unmapped,NA,C3
GNG12,Unmapped,NA,C3
EIF3K,Unmapped,NA,C3
CTSZ,Unmapped,NA,C3
HSPB7,response to topologically incorrect protein,GO:BP,C3
MLX,positive regulation of biosynthetic process,GO:BP,C3
SEPTIN9,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
UBQLN2,modification-dependent macromolecule catabolic process,GO:BP,C3
BCAP29,nitrogen compound transport,GO:BP,C3
CYB5R1,Unmapped,NA,C3
XPO7,nitrogen compound transport,GO:BP,C3
NAGK,Unmapped,NA,C3
DBNL,cytoskeleton organization,GO:BP,C3
DCTN4,Unmapped,NA,C3
VPS28,endomembrane system organization,GO:BP,C3
APPL1,nitrogen compound transport,GO:BP,C3
PSME2,regulation of cell cycle G1/S phase transition,GO:BP,C3
TMCO1,endomembrane system organization,GO:BP,C3
UBQLN1,modification-dependent macromolecule catabolic process,GO:BP,C3
STUB1,response to topologically incorrect protein,GO:BP,C3
PACSIN2,endomembrane system organization,GO:BP,C3
PSMD13,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
LIMCH1,positive regulation of protein metabolic process,GO:BP,C3
MAPRE3,positive regulation of protein metabolic process,GO:BP,C3
RUVBL2,protein stabilization,GO:BP,C3
EIF3L,Unmapped,NA,C3
NUDC,cell division,GO:BP,C3
FARSA,Unmapped,NA,C3
CNPY2,Unmapped,NA,C3
PADI2,positive regulation of biosynthetic process,GO:BP,C3
SUGT1,cytoskeleton organization,GO:BP,C3
MEMO1,Unmapped,NA,C3
LUC7L2,Unmapped,NA,C3
DHRS7,Unmapped,NA,C3
MOB4,Unmapped,NA,C3
SBDS,cytoskeleton organization,GO:BP,C3
STRAP,Unmapped,NA,C3
SAMHD1,Unmapped,NA,C3
HBS1L,Unmapped,NA,C3
TLN1,cytoskeleton organization,GO:BP,C3
HYOU1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3
ARIH1,modification-dependent macromolecule catabolic process,GO:BP,C3
UCHL5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
SRPRB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3
HEBP2,Unmapped,NA,C3
CLIC4,cytoskeleton organization,GO:BP,C3
DYNC1LI1,microtubule-based movement,GO:BP,C3
ILVBL,Unmapped,NA,C4
FSD2,Unmapped,NA,C4
MAP1LC3B2,Unmapped,NA,C4
SLC35A4,positive regulation of translation,GO:BP,C4
PDLIM1,cell adhesion,GO:BP,C4
STXBP3,cell adhesion,GO:BP,C4
DDX3X,cell differentiation,GO:BP,C4
HAT1,chromatin remodeling,GO:BP,C4
HNRNPDL,Unmapped,NA,C4
SYNM,cytoskeleton organization,GO:BP,C4
TCAP,HALLMARK_MYOGENESIS,Hallmark,C4
EIF3D,translational initiation,GO:BP,C4
TAPBP,Unmapped,NA,C4
RASA4,Unmapped,NA,C4
DENR,translational initiation,GO:BP,C4
ACTN4,cell adhesion,GO:BP,C4
ENSA,Unmapped,NA,C4
SELENOF,cell differentiation,GO:BP,C4
LDB3,HALLMARK_MYOGENESIS,Hallmark,C4
CILP,negative regulation of gene expression,GO:BP,C4
BANF1,negative regulation of gene expression,GO:BP,C4
CSDE1,translational initiation,GO:BP,C4
PRKRA,animal organ morphogenesis,GO:BP,C4
PPM1B,chromatin remodeling,GO:BP,C4
TCEA3,regulation of RNA metabolic process,GO:BP,C4
EIF3J,translational initiation,GO:BP,C4
PIAS2,regulation of RNA metabolic process,GO:BP,C4
SNCG,Unmapped,NA,C4
UFL1,cell adhesion,GO:BP,C4
ERLIN2,Unmapped,NA,C4
VAPB,Unmapped,NA,C4
ARIH2,cell differentiation,GO:BP,C4
SVIL,HALLMARK_MYOGENESIS,Hallmark,C4
ASMTL,Unmapped,NA,C4
LSM8,Unmapped,NA,C4
BAG3,Unmapped,NA,C4
MT-CO1,Unmapped,NA,C4
HLA-B,cell differentiation,GO:BP,C4
COL1A1,HALLMARK_MYOGENESIS,Hallmark,C4
COL3A1,HALLMARK_MYOGENESIS,Hallmark,C4
COL4A1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
LMNA,cytoskeleton organization,GO:BP,C4
TNNC2,HALLMARK_MYOGENESIS,Hallmark,C4
VWF,cell adhesion,GO:BP,C4
EIF2S1,translational initiation,GO:BP,C4
RPLP1,Unmapped,NA,C4
RPLP2,Unmapped,NA,C4
RPLP0,Unmapped,NA,C4
SSB,positive regulation of translation,GO:BP,C4
KRT18,cell adhesion,GO:BP,C4
MYL1,HALLMARK_MYOGENESIS,Hallmark,C4
PYGL,Unmapped,NA,C4
NPM1,ribosomal large subunit biogenesis,GO:BP,C4
TPM3,HALLMARK_MYOGENESIS,Hallmark,C4
H1-0,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
APRT,Unmapped,NA,C4
TPM2,HALLMARK_MYOGENESIS,Hallmark,C4
COL1A2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
COL4A2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL3,HALLMARK_MYOGENESIS,Hallmark,C4
NFIC,regulation of RNA metabolic process,GO:BP,C4
VIM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPS17,rRNA processing,GO:BP,C4
RPSA,cell adhesion,GO:BP,C4
SNRPA,Unmapped,NA,C4
LGALS1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
TPM1,sarcomere organization,GO:BP,C4
HNRNPA1,"alternative mRNA splicing, via spliceosome",GO:BP,C4
PARP1,cell differentiation,GO:BP,C4
LIMS3,Unmapped,NA,C4
CALM1,Unmapped,NA,C4
THRB,cell differentiation,GO:BP,C4
MYL2,HALLMARK_MYOGENESIS,Hallmark,C4
LAMC1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
MYH3,HALLMARK_MYOGENESIS,Hallmark,C4
DBT,Unmapped,NA,C4
COL6A1,cell adhesion,GO:BP,C4
COL6A2,HALLMARK_MYOGENESIS,Hallmark,C4
COL6A3,HALLMARK_MYOGENESIS,Hallmark,C4
ACTN1,cell adhesion,GO:BP,C4
MYH1,HALLMARK_MYOGENESIS,Hallmark,C4
MYH7,HALLMARK_MYOGENESIS,Hallmark,C4
XRCC6,cell differentiation,GO:BP,C4
MYH8,HALLMARK_MYOGENESIS,Hallmark,C4
TNNT1,HALLMARK_MYOGENESIS,Hallmark,C4
NID1,cell adhesion,GO:BP,C4
MYL6B,HALLMARK_MYOGENESIS,Hallmark,C4
HNRNPL,"alternative mRNA splicing, via spliceosome",GO:BP,C4
RPS2,Unmapped,NA,C4
RPA2,Unmapped,NA,C4
NQO2,Unmapped,NA,C4
PFKFB1,Unmapped,NA,C4
DES,HALLMARK_MYOGENESIS,Hallmark,C4
FLT1,cell differentiation,GO:BP,C4
ARF4,cell differentiation,GO:BP,C4
RPL7,ribosomal large subunit biogenesis,GO:BP,C4
RPL17,Unmapped,NA,C4
TNNI1,HALLMARK_MYOGENESIS,Hallmark,C4
NCL,negative regulation of gene expression,GO:BP,C4
ATP2B1,HALLMARK_UV_RESPONSE_DN,Hallmark,C4
EIF2S2,translational initiation,GO:BP,C4
TPSB2,Unmapped,NA,C4
CAPN3,sarcomere organization,GO:BP,C4
NEB,cytoskeleton organization,GO:BP,C4
BGN,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
TGM2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
PCMT1,Unmapped,NA,C4
NME2,cell adhesion,GO:BP,C4
FDXR,Unmapped,NA,C4
HNRNPA2B1,negative regulation of gene expression,GO:BP,C4
FECH,cell differentiation,GO:BP,C4
AMPD1,Unmapped,NA,C4
SFPQ,"alternative mRNA splicing, via spliceosome",GO:BP,C4
LAMA2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL9,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPS12,Unmapped,NA,C4
RPL13,Unmapped,NA,C4
FKBP2,regulation of RNA metabolic process,GO:BP,C4
RPL10,regulation of RNA metabolic process,GO:BP,C4
TMOD1,cytoskeleton organization,GO:BP,C4
RPL12,Unmapped,NA,C4
NMT1,Unmapped,NA,C4
HNRNPH3,cell differentiation,GO:BP,C4
RPL22,cell differentiation,GO:BP,C4
FBN1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
MYH9,HALLMARK_MYOGENESIS,Hallmark,C4
ACTN2,HALLMARK_MYOGENESIS,Hallmark,C4
FUS,negative regulation of gene expression,GO:BP,C4
DEK,chromatin remodeling,GO:BP,C4
MYH11,HALLMARK_MYOGENESIS,Hallmark,C4
RPL4,Unmapped,NA,C4
PPP1CC,cell differentiation,GO:BP,C4
SRP14,Unmapped,NA,C4
RPS19,cell differentiation,GO:BP,C4
RPL3,Unmapped,NA,C4
COL15A1,HALLMARK_MYOGENESIS,Hallmark,C4
CAP2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPL13A,translational initiation,GO:BP,C4
GARS1,Unmapped,NA,C4
EIF1,translational initiation,GO:BP,C4
RPL35,ribosomal large subunit biogenesis,GO:BP,C4
TNNT3,HALLMARK_MYOGENESIS,Hallmark,C4
PPIC,regulation of RNA metabolic process,GO:BP,C4
CRKL,cell adhesion,GO:BP,C4
RPL27A,Unmapped,NA,C4
RPL5,ribosomal large subunit biogenesis,GO:BP,C4
RPL28,Unmapped,NA,C4
RPS5,translational initiation,GO:BP,C4
CAPZA2,cytoskeleton organization,GO:BP,C4
CAPZB,cytoskeleton organization,GO:BP,C4
RPL29,Unmapped,NA,C4
TNNI2,HALLMARK_MYOGENESIS,Hallmark,C4
RPL34,Unmapped,NA,C4
AARS1,neuromuscular process,GO:BP,C4
LRBA,Unmapped,NA,C4
BCAM,cell adhesion,GO:BP,C4
RPL14,ribosomal large subunit biogenesis,GO:BP,C4
FXR1,cell differentiation,GO:BP,C4
DUSP3,cell adhesion,GO:BP,C4
CAV2,cell differentiation,GO:BP,C4
HSD17B4,cell differentiation,GO:BP,C4
RPS6KA3,cell differentiation,GO:BP,C4
HNRNPA3,Unmapped,NA,C4
MYOM1,HALLMARK_MYOGENESIS,Hallmark,C4
HNRNPM,"alternative mRNA splicing, via spliceosome",GO:BP,C4
THOP1,Unmapped,NA,C4
CAPZA1,cytoskeleton organization,GO:BP,C4
CRIP2,cell differentiation,GO:BP,C4
MYOM2,HALLMARK_MYOGENESIS,Hallmark,C4
YARS1,Unmapped,NA,C4
LAMB2,cell adhesion,GO:BP,C4
SEC13,RNA transport,GO:BP,C4
HNRNPH2,Unmapped,NA,C4
SH3BGR,HALLMARK_MYOGENESIS,Hallmark,C4
EIF3B,translational initiation,GO:BP,C4
EIF6,ribosomal large subunit biogenesis,GO:BP,C4
EEFSEC,Unmapped,NA,C4
EIF3E,translational initiation,GO:BP,C4
GABARAPL2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL6,skeletal muscle tissue development,GO:BP,C4
ACTB,cell adhesion,GO:BP,C4
RAB5B,Unmapped,NA,C4
RPS3A,cell differentiation,GO:BP,C4
RPL26,ribosomal large subunit biogenesis,GO:BP,C4
RPL15,Unmapped,NA,C4
RPL37A,Unmapped,NA,C4
DAD1,Unmapped,NA,C4
RRAS2,cell differentiation,GO:BP,C4
PPP1CA,cell adhesion,GO:BP,C4
PPP1CB,cell adhesion,GO:BP,C4
RPS14,cell differentiation,GO:BP,C4
RPS18,Unmapped,NA,C4
SNRPD2,spliceosomal complex assembly,GO:BP,C4
RPL7A,ribosomal large subunit biogenesis,GO:BP,C4
CNBP,positive regulation of translation,GO:BP,C4
RPL23A,Unmapped,NA,C4
H2BC4,chromatin remodeling,GO:BP,C4
RPL23,regulation of RNA metabolic process,GO:BP,C4
RPS15,cell differentiation,GO:BP,C4
RPS28,rRNA processing,GO:BP,C4
RPL30,Unmapped,NA,C4
RPL31,Unmapped,NA,C4
RPL10A,Unmapped,NA,C4
RPL32,Unmapped,NA,C4
RPL11,ribosomal large subunit biogenesis,GO:BP,C4
RPL8,Unmapped,NA,C4
GRB2,cytoskeleton organization,GO:BP,C4
RPL38,animal organ morphogenesis,GO:BP,C4
RPS21,rRNA processing,GO:BP,C4
RACK1,negative regulation of gene expression,GO:BP,C4
TNNC1,HALLMARK_MYOGENESIS,Hallmark,C4
ACTA1,HALLMARK_MYOGENESIS,Hallmark,C4
CSNK2A1,chromatin remodeling,GO:BP,C4
RPL24,ribosomal large subunit biogenesis,GO:BP,C4
ERH,Unmapped,NA,C4
RPL19,Unmapped,NA,C4
SRSF3,negative regulation of gene expression,GO:BP,C4
FBLN2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
HSPG2,cell adhesion,GO:BP,C4
RBM3,positive regulation of translation,GO:BP,C4
HDLBP,Unmapped,NA,C4
PURA,negative regulation of gene expression,GO:BP,C4
SORD,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
MYBPC1,sarcomere organization,GO:BP,C4
SET,chromatin remodeling,GO:BP,C4
TAGLN,HALLMARK_MYOGENESIS,Hallmark,C4
RPL18A,Unmapped,NA,C4
RPL6,regulation of RNA metabolic process,GO:BP,C4
CAV1,cell adhesion,GO:BP,C4
LMNB2,cytoskeleton organization,GO:BP,C4
PRKCQ,cell adhesion,GO:BP,C4
YWHAH,cell differentiation,GO:BP,C4
CALD1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPL18,Unmapped,NA,C4
DPT,cell adhesion,GO:BP,C4
SRSF1,cell differentiation,GO:BP,C4
ACTN3,HALLMARK_MYOGENESIS,Hallmark,C4
PPP3CA,cell adhesion,GO:BP,C4
DHX9,cell differentiation,GO:BP,C4
SLC20A2,tissue development,GO:BP,C4
LMOD3,cytoskeleton organization,GO:BP,C4
NEXN,cell adhesion,GO:BP,C4
ASPH,regulation of RNA metabolic process,GO:BP,C4
TRDN,cytoskeleton organization,GO:BP,C4
PRDX4,extracellular structure organization,GO:BP,C4
MYBPH,HALLMARK_MYOGENESIS,Hallmark,C4
G3BP1,chromatin remodeling,GO:BP,C4
EIF3I,translational initiation,GO:BP,C4
SNTB2,Unmapped,NA,C4
SF3B2,spliceosomal complex assembly,GO:BP,C4
MTM1,cytoskeleton organization,GO:BP,C4
CAMK2G,cell differentiation,GO:BP,C4
FHL3,cytoskeleton organization,GO:BP,C4
ITGA7,HALLMARK_MYOGENESIS,Hallmark,C4
MOGS,Unmapped,NA,C4
DDX39B,chromatin remodeling,GO:BP,C4
TUBB2A,cytoskeleton organization,GO:BP,C4
NID2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
UBAP2L,Unmapped,NA,C4
CTTN,cell adhesion,GO:BP,C4
MYBPC2,sarcomere organization,GO:BP,C4
CAPRIN1,cell differentiation,GO:BP,C4
CLINT1,Unmapped,NA,C4
MVP,RNA transport,GO:BP,C4
LASP1,Unmapped,NA,C4
PGM5,cell adhesion,GO:BP,C4
NONO,regulation of RNA metabolic process,GO:BP,C4
RAB35,cell differentiation,GO:BP,C4
PCBP2,regulation of RNA metabolic process,GO:BP,C4
ELOC,negative regulation of gene expression,GO:BP,C4
DHCR24,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
TSC22D1,cell differentiation,GO:BP,C4
ELAVL1,positive regulation of translation,GO:BP,C4
SPEG,HALLMARK_MYOGENESIS,Hallmark,C4
NEDD8,regulation of RNA metabolic process,GO:BP,C4
RBBP7,cell differentiation,GO:BP,C4
NOMO2,Unmapped,NA,C4
WDR44,Unmapped,NA,C4
HP1BP3,chromatin remodeling,GO:BP,C4
DDI2,Unmapped,NA,C4
OBSCN,sarcomere organization,GO:BP,C4
MYOM3,sarcomere organization,GO:BP,C4
BROX,Unmapped,NA,C4
CRYBG3,Unmapped,NA,C4
ABLIM2,cytoskeleton organization,GO:BP,C4
TWF2,cytoskeleton organization,GO:BP,C4
SLC25A24,Unmapped,NA,C4
LPCAT3,Unmapped,NA,C4
SFXN4,Unmapped,NA,C4
LMOD2,sarcomere organization,GO:BP,C4
CCDC137,Unmapped,NA,C4
CORO6,cytoskeleton organization,GO:BP,C4
UBN2,Unmapped,NA,C4
XIRP1,cytoskeleton organization,GO:BP,C4
SND1,cell differentiation,GO:BP,C4
EIF3M,translational initiation,GO:BP,C4
MYH14,cytoskeleton organization,GO:BP,C4
SZRD1,Unmapped,NA,C4
HDGFL2,cell differentiation,GO:BP,C4
MYPN,sarcomere organization,GO:BP,C4
SRL,Unmapped,NA,C4
ACOT1,Unmapped,NA,C4
COMMD7,regulation of RNA metabolic process,GO:BP,C4
SYNPO,cytoskeleton organization,GO:BP,C4
SMYD1,cell differentiation,GO:BP,C4
SERBP1,negative regulation of gene expression,GO:BP,C4
SPATA20,cell differentiation,GO:BP,C4
DEPTOR,Unmapped,NA,C4
SPPL2A,Unmapped,NA,C4
PREX1,cell adhesion,GO:BP,C4
MYOZ3,Unmapped,NA,C4
UTP15,rRNA processing,GO:BP,C4
PCNP,Unmapped,NA,C4
PALLD,cell adhesion,GO:BP,C4
TTN,sarcomere organization,GO:BP,C4
DDX1,translational initiation,GO:BP,C4
MYO18A,cytoskeleton organization,GO:BP,C4
RABGGTA,Unmapped,NA,C4
TFG,Unmapped,NA,C4
P3H4,extracellular structure organization,GO:BP,C4
CELF1,cell differentiation,GO:BP,C4
RPL3L,cell differentiation,GO:BP,C4
RPL36AL,Unmapped,NA,C4
MTARC2,Unmapped,NA,C4
CCDC47,cell differentiation,GO:BP,C4
MSI2,cell differentiation,GO:BP,C4
MRRF,Unmapped,NA,C4
MRPL53,Unmapped,NA,C4
PDLIM5,cell adhesion,GO:BP,C4
CRELD1,tissue development,GO:BP,C4
PGAM5,chromatin remodeling,GO:BP,C4
NGLY1,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
PURB,cell differentiation,GO:BP,C4
BBS4,cytoskeleton organization,GO:BP,C4
PLEKHF1,Unmapped,NA,C4
MYCBP,regulation of RNA metabolic process,GO:BP,C4
MACROD1,Unmapped,NA,C4
FYCO1,Unmapped,NA,C4
CORO1B,cytoskeleton organization,GO:BP,C4
PELO,cell differentiation,GO:BP,C4
NTMT1,cytoskeleton organization,GO:BP,C4
OSBPL1A,Unmapped,NA,C4
EIF2A,translational initiation,GO:BP,C4
MRPL4,Unmapped,NA,C4
TRIM54,cytoskeleton organization,GO:BP,C4
UBL5,Unmapped,NA,C4
TMEM38A,Unmapped,NA,C4
MOB1A,Unmapped,NA,C4
SYNPO2L,sarcomere organization,GO:BP,C4
LRRC40,Unmapped,NA,C4
TNS1,Unmapped,NA,C4
PLGRKT,Unmapped,NA,C4
JPH1,Unmapped,NA,C4
MYOZ1,HALLMARK_MYOGENESIS,Hallmark,C4
MYOZ2,sarcomere organization,GO:BP,C4
OSGEP,Unmapped,NA,C4
PDLIM7,HALLMARK_MYOGENESIS,Hallmark,C4
EIF2B3,cell differentiation,GO:BP,C4
BABAM2,Unmapped,NA,C4
TECR,Unmapped,NA,C4
TMOD4,cytoskeleton organization,GO:BP,C4
VAPA,cell differentiation,GO:BP,C4
RNF7,cell differentiation,GO:BP,C4
MYOT,cell adhesion,GO:BP,C4
DNAJB4,regulation of RNA metabolic process,GO:BP,C4
TES,Unmapped,NA,C4
PUF60,"alternative mRNA splicing, via spliceosome",GO:BP,C4
HSPB8,HALLMARK_MYOGENESIS,Hallmark,C4
PACSIN3,cytoskeleton organization,GO:BP,C4
AGO2,translational initiation,GO:BP,C4
MYH2,HALLMARK_MYOGENESIS,Hallmark,C4
SYNPO2,cytoskeleton organization,GO:BP,C4
SNX12,negative regulation of gene expression,GO:BP,C4
G3BP2,RNA transport,GO:BP,C4
PA2G4,cell differentiation,GO:BP,C4
CAMK2A,cell differentiation,GO:BP,C4
RTRAF,RNA transport,GO:BP,C4
APOBEC2,chromatin remodeling,GO:BP,C4
CFL2,sarcomere organization,GO:BP,C4
FNDC3A,cell adhesion,GO:BP,C4
TMX2,Unmapped,NA,C4
CAB39,Unmapped,NA,C4
RTCB,Unmapped,NA,C4
RPL36,Unmapped,NA,C4
SNX5,regulation of RNA metabolic process,GO:BP,C4
MYH4,HALLMARK_MYOGENESIS,Hallmark,C4
