uniprot_id,gene,contrast,flag
P30040,ERP29,Training_Young,never_sig
P30041,PRDX6,Training_Young,never_sig
P30043,BLVRB,Training_Young,never_sig
P30044,PRDX5,Training_Young,never_sig
P30046,DDT,Training_Young,never_sig
P30048,PRDX3,Training_Young,never_sig
P30049,ATP5F1D,Training_Young,never_sig
P30050,RPL12,Training_Young,never_sig
P30084,ECHS1,Training_Young,never_sig
P30085,CMPK1,Training_Young,never_sig
P30086,PEBP1,Training_Young,never_sig
P30101,PDIA3,Training_Young,robust
P30153,PPP2R1A,Training_Young,imputation_dependent
P30405,PPIF,Training_Young,never_sig
P30419,NMT1,Training_Young,never_sig
P30520,ADSS2,Training_Young,never_sig
P30533,LRPAP1,Training_Young,never_sig
P30536,TSPO,Training_Young,never_sig
P30566,ADSL,Training_Young,never_sig
P30622,CLIP1,Training_Young,never_sig
P30626,SRI,Training_Young,never_sig
P30740,SERPINB1,Training_Young,never_sig
P30837,ALDH1B1,Training_Young,robust
P31040,SDHA,Training_Young,never_sig
P31150,GDI1,Training_Young,never_sig
P31153,MAT2A,Training_Young,never_sig
P31415,CASQ1,Training_Young,never_sig
P31689,DNAJA1,Training_Young,never_sig
P31751,AKT2,Training_Young,never_sig
P31930,UQCRC1,Training_Young,never_sig
P31937,HIBADH,Training_Young,never_sig
P31939,ATIC,Training_Young,imputation_dependent
P31942,HNRNPH3,Training_Young,never_sig
P31943,HNRNPH1,Training_Young,never_sig
P31946,YWHAB,Training_Young,never_sig
P31948,STIP1,Training_Young,never_sig
P31949,S100A11,Training_Young,robust
P32119,PRDX2,Training_Young,never_sig
P32456,GBP2,Training_Young,never_sig
P33121,ACSL1,Training_Young,never_sig
P33176,KIF5B,Training_Young,never_sig
P33992,MCM5,Training_Young,never_sig
P34896,SHMT1,Training_Young,never_sig
P34897,SHMT2,Training_Young,never_sig
P34932,HSPA4,Training_Young,robust
P34949,MPI,Training_Young,never_sig
P35052,GPC1,Training_Young,never_sig
P35080,PFN2,Training_Young,never_sig
P35221,CTNNA1,Training_Young,never_sig
P35237,SERPINB6,Training_Young,never_sig
P35241,RDX,Training_Young,never_sig
P35244,RPA3,Training_Young,never_sig
P35268,RPL22,Training_Young,never_sig
P35270,SPR,Training_Young,never_sig
P35443,THBS4,Training_Young,never_sig
P35555,FBN1,Training_Young,robust
P35573,AGL,Training_Young,never_sig
P35579,MYH9,Training_Young,never_sig
P35606,COPB2,Training_Young,never_sig
P35609,ACTN2,Training_Young,never_sig
P35611,ADD1,Training_Young,never_sig
P35613,BSG,Training_Young,never_sig
P35637,FUS,Training_Young,never_sig
P35659,DEK,Training_Young,never_sig
P35749,MYH11,Training_Young,never_sig
P35754,GLRX,Training_Young,never_sig
P35813,PPM1A,Training_Young,never_sig
P35908,KRT2,Training_Young,never_sig
P35914,HMGCL,Training_Young,never_sig
P35998,PSMC2,Training_Young,never_sig
P36405,ARL3,Training_Young,never_sig
P36507,MAP2K2,Training_Young,never_sig
P36542,ATP5F1C,Training_Young,never_sig
P36543,ATP6V1E1,Training_Young,never_sig
P36578,RPL4,Training_Young,never_sig
P36776,LONP1,Training_Young,never_sig
P36871,PGM1,Training_Young,never_sig
P36873,PPP1CC,Training_Young,never_sig
P36955,SERPINF1,Training_Young,never_sig
P36957,DLST,Training_Young,never_sig
P36959,GMPR,Training_Young,never_sig
P36969,GPX4,Training_Young,never_sig
P37108,SRP14,Training_Young,never_sig
P37802,TAGLN2,Training_Young,never_sig
P37837,TALDO1,Training_Young,never_sig
P37840,SNCA,Training_Young,never_sig
P38117,ETFB,Training_Young,never_sig
P38606,ATP6V1A,Training_Young,never_sig
P38646,HSPA9,Training_Young,never_sig
P39019,RPS19,Training_Young,never_sig
P39023,RPL3,Training_Young,never_sig
P39059,COL15A1,Training_Young,never_sig
P39060,COL18A1,Training_Young,never_sig
P39656,DDOST,Training_Young,never_sig
P39687,ANP32A,Training_Young,never_sig
P40121,CAPG,Training_Young,never_sig
P40123,CAP2,Training_Young,robust
P40227,CCT6A,Training_Young,robust
P40429,RPL13A,Training_Young,never_sig
P40763,STAT3,Training_Young,never_sig
P40925,MDH1,Training_Young,never_sig
P40926,MDH2,Training_Young,never_sig
P40939,HADHA,Training_Young,never_sig
P41091,EIF2S3,Training_Young,never_sig
P41227,NAA10,Training_Young,never_sig
P41236,PPP1R2,Training_Young,never_sig
P41250,GARS1,Training_Young,never_sig
P41252,IARS1,Training_Young,never_sig
P41567,EIF1,Training_Young,never_sig
P42126,ECI1,Training_Young,robust
P42167,TMPO,Training_Young,imputation_dependent
P42330,AKR1C3,Training_Young,robust
P42677,RPS27,Training_Young,never_sig
P42704,LRPPRC,Training_Young,never_sig
P42765,ACAA2,Training_Young,never_sig
P42766,RPL35,Training_Young,never_sig
P43007,SLC1A4,Training_Young,never_sig
P43034,PAFAH1B1,Training_Young,never_sig
P43155,CRAT,Training_Young,never_sig
P43304,GPD2,Training_Young,never_sig
P43490,NAMPT,Training_Young,never_sig
P43686,PSMC4,Training_Young,never_sig
P43897,TSFM,Training_Young,never_sig
P45378,TNNT3,Training_Young,never_sig
P45381,ASPA,Training_Young,never_sig
P45877,PPIC,Training_Young,never_sig
P45880,VDAC2,Training_Young,never_sig
P45954,ACADSB,Training_Young,never_sig
P45974,USP5,Training_Young,robust
P45985,MAP2K4,Training_Young,never_sig
P46019,PHKA2,Training_Young,never_sig
P46020,PHKA1,Training_Young,never_sig
P46109,CRKL,Training_Young,imputation_dependent
P46199,MTIF2,Training_Young,never_sig
P46379,BAG6,Training_Young,never_sig
P46459,NSF,Training_Young,never_sig
P46734,MAP2K3,Training_Young,never_sig
P46776,RPL27A,Training_Young,never_sig
P46777,RPL5,Training_Young,never_sig
P46779,RPL28,Training_Young,never_sig
P46781,RPS9,Training_Young,never_sig
P46782,RPS5,Training_Young,never_sig
P46783,RPS10,Training_Young,never_sig
P46926,GNPDA1,Training_Young,never_sig
P46939,UTRN,Training_Young,never_sig
P46940,IQGAP1,Training_Young,imputation_dependent
P46976,GYG1,Training_Young,never_sig
P46977,STT3A,Training_Young,never_sig
P47755,CAPZA2,Training_Young,never_sig
P47756,CAPZB,Training_Young,never_sig
P47813,EIF1AX,Training_Young,never_sig
P47897,QARS1,Training_Young,never_sig
P47914,RPL29,Training_Young,never_sig
P47985,UQCRFS1,Training_Young,never_sig
P48047,ATP5PO,Training_Young,never_sig
P48059,LIMS1,Training_Young,never_sig
P48147,PREP,Training_Young,never_sig
P48163,ME1,Training_Young,never_sig
P48426,PIP4K2A,Training_Young,never_sig
P48444,ARCN1,Training_Young,never_sig
P48449,LSS,Training_Young,never_sig
P48507,GCLM,Training_Young,never_sig
P48509,CD151,Training_Young,never_sig
P48556,PSMD8,Training_Young,never_sig
P48637,GSS,Training_Young,never_sig
P48643,CCT5,Training_Young,robust
P48681,NES,Training_Young,imputation_dependent
P48735,IDH2,Training_Young,never_sig
P48788,TNNI2,Training_Young,never_sig
P49023,PXN,Training_Young,never_sig
P49189,ALDH9A1,Training_Young,never_sig
P49207,RPL34,Training_Young,never_sig
P49257,LMAN1,Training_Young,never_sig
P49354,FNTA,Training_Young,never_sig
P49368,CCT3,Training_Young,robust
P49406,MRPL19,Training_Young,never_sig
P49411,TUFM,Training_Young,never_sig
P49419,ALDH7A1,Training_Young,never_sig
P49427,CDC34,Training_Young,never_sig
P49585,PCYT1A,Training_Young,imputation_dependent
P49588,AARS1,Training_Young,never_sig
P49589,CARS1,Training_Young,never_sig
P49591,SARS1,Training_Young,never_sig
P49720,PSMB3,Training_Young,never_sig
P49721,PSMB2,Training_Young,never_sig
P49748,ACADVL,Training_Young,never_sig
P49753,ACOT2,Training_Young,never_sig
P49755,TMED10,Training_Young,never_sig
P49773,HINT1,Training_Young,never_sig
P49821,NDUFV1,Training_Young,robust
P49840,GSK3A,Training_Young,never_sig
P49841,GSK3B,Training_Young,never_sig
P50213,IDH3A,Training_Young,never_sig
P50225,SULT1A1,Training_Young,never_sig
P50395,GDI2,Training_Young,never_sig
P50402,EMD,Training_Young,robust
P50416,CPT1A,Training_Young,never_sig
P50454,SERPINH1,Training_Young,robust
P50461,CSRP3,Training_Young,imputation_dependent
P50502,ST13,Training_Young,never_sig
P50570,DNM2,Training_Young,never_sig
P50579,METAP2,Training_Young,never_sig
P50583,NUDT2,Training_Young,never_sig
P50851,LRBA,Training_Young,never_sig
P50895,BCAM,Training_Young,never_sig
P50914,RPL14,Training_Young,never_sig
P50990,CCT8,Training_Young,robust
P50991,CCT4,Training_Young,robust
P50993,ATP1A2,Training_Young,never_sig
P50995,ANXA11,Training_Young,never_sig
P51114,FXR1,Training_Young,never_sig
P51148,RAB5C,Training_Young,never_sig
P51149,RAB7A,Training_Young,never_sig
P51452,DUSP3,Training_Young,never_sig
P51553,IDH3G,Training_Young,never_sig
P51570,GALK1,Training_Young,never_sig
P51571,SSR4,Training_Young,never_sig
P51572,BCAP31,Training_Young,robust
P51608,MECP2,Training_Young,never_sig
P51636,CAV2,Training_Young,never_sig
P51648,ALDH3A2,Training_Young,never_sig
P51649,ALDH5A1,Training_Young,never_sig
P51659,HSD17B4,Training_Young,never_sig
P51665,PSMD7,Training_Young,never_sig
P51668,UBE2D1,Training_Young,never_sig
P51687,SUOX,Training_Young,never_sig
P51692,STAT5B,Training_Young,never_sig
P51812,RPS6KA3,Training_Young,never_sig
P51858,HDGF,Training_Young,never_sig
P51884,LUM,Training_Young,never_sig
P51888,PRELP,Training_Young,never_sig
P51970,NDUFA8,Training_Young,robust
P51991,HNRNPA3,Training_Young,never_sig
P52179,MYOM1,Training_Young,imputation_dependent
P52209,PGD,Training_Young,never_sig
P52272,HNRNPM,Training_Young,never_sig
P52294,KPNA1,Training_Young,never_sig
P52564,MAP2K6,Training_Young,never_sig
P52565,ARHGDIA,Training_Young,never_sig
P52566,ARHGDIB,Training_Young,never_sig
P52758,RIDA,Training_Young,robust
P52815,MRPL12,Training_Young,never_sig
P52888,THOP1,Training_Young,never_sig
P52895,AKR1C2,Training_Young,never_sig
P52907,CAPZA1,Training_Young,never_sig
P52943,CRIP2,Training_Young,never_sig
P53004,BLVRA,Training_Young,never_sig
P53041,PPP5C,Training_Young,never_sig
P53384,NUBP1,Training_Young,never_sig
P53597,SUCLG1,Training_Young,never_sig
P53621,COPA,Training_Young,never_sig
P53701,HCCS,Training_Young,never_sig
P53778,MAPK12,Training_Young,imputation_dependent
P53814,SMTN,Training_Young,never_sig
P53985,SLC16A1,Training_Young,never_sig
P53990,IST1,Training_Young,never_sig
P53992,SEC24C,Training_Young,never_sig
P53999,SUB1,Training_Young,never_sig
P54136,RARS1,Training_Young,never_sig
P54284,CACNB3,Training_Young,never_sig
P54289,CACNA2D1,Training_Young,never_sig
P54296,MYOM2,Training_Young,never_sig
P54577,YARS1,Training_Young,never_sig
P54578,USP14,Training_Young,never_sig
P54619,PRKAG1,Training_Young,robust
P54646,PRKAA2,Training_Young,robust
P54652,HSPA2,Training_Young,never_sig
P54725,RAD23A,Training_Young,never_sig
P54727,RAD23B,Training_Young,never_sig
P54819,AK2,Training_Young,never_sig
P54920,NAPA,Training_Young,never_sig
P55010,EIF5,Training_Young,never_sig
P55036,PSMD4,Training_Young,never_sig
P55039,DRG2,Training_Young,never_sig
P55042,RRAD,Training_Young,never_sig
P55060,CSE1L,Training_Young,never_sig
P55072,VCP,Training_Young,never_sig
P55084,HADHB,Training_Young,never_sig
P55209,NAP1L1,Training_Young,never_sig
P55263,ADK,Training_Young,never_sig
P55268,LAMB2,Training_Young,imputation_dependent
P55290,CDH13,Training_Young,never_sig
P55735,SEC13,Training_Young,never_sig
P55769,SNU13,Training_Young,robust
P55786,NPEPPS,Training_Young,never_sig
P55795,HNRNPH2,Training_Young,imputation_dependent
P55809,OXCT1,Training_Young,never_sig
P55822,SH3BGR,Training_Young,never_sig
P55884,EIF3B,Training_Young,never_sig
P56134,ATP5MF,Training_Young,never_sig
P56181,NDUFV3,Training_Young,never_sig
P56192,MARS1,Training_Young,never_sig
P56211,ARPP19,Training_Young,never_sig
P56381,ATP5F1E,Training_Young,never_sig
P56385,ATP5ME,Training_Young,never_sig
P56537,EIF6,Training_Young,never_sig
P56556,NDUFA6,Training_Young,robust
P57105,SYNJ2BP,Training_Young,never_sig
P57772,EEFSEC,Training_Young,never_sig
P58546,MTPN,Training_Young,never_sig
P59666,DEFA3,Training_Young,never_sig
P59998,ARPC4,Training_Young,never_sig
P60033,CD81,Training_Young,imputation_dependent
P60174,TPI1,Training_Young,never_sig
P60228,EIF3E,Training_Young,never_sig
P60468,SEC61B,Training_Young,never_sig
P60520,GABARAPL2,Training_Young,imputation_dependent
P60602,ROMO1,Training_Young,never_sig
P60660,MYL6,Training_Young,never_sig
P60709,ACTB,Training_Young,never_sig
P60842,EIF4A1,Training_Young,never_sig
P60866,RPS20,Training_Young,never_sig
P60891,PRPS1,Training_Young,never_sig
P60900,PSMA6,Training_Young,never_sig
P60903,S100A10,Training_Young,never_sig
P60953,CDC42,Training_Young,never_sig
P60981,DSTN,Training_Young,never_sig
P61019,RAB2A,Training_Young,never_sig
P61020,RAB5B,Training_Young,never_sig
P61026,RAB10,Training_Young,never_sig
P61077,UBE2D3,Training_Young,never_sig
P61081,UBE2M,Training_Young,never_sig
P61086,UBE2K,Training_Young,never_sig
P61088,UBE2N,Training_Young,never_sig
P61106,RAB14,Training_Young,never_sig
P61158,ACTR3,Training_Young,never_sig
P61160,ACTR2,Training_Young,robust
P61163,ACTR1A,Training_Young,never_sig
P61201,COPS2,Training_Young,never_sig
P61221,ABCE1,Training_Young,robust
P61224,RAP1B,Training_Young,imputation_dependent
P61247,RPS3A,Training_Young,never_sig
P61254,RPL26,Training_Young,never_sig
P61313,RPL15,Training_Young,never_sig
P61457,PCBD1,Training_Young,never_sig
P61513,RPL37A,Training_Young,never_sig
P61586,RHOA,Training_Young,never_sig
P61604,HSPE1,Training_Young,never_sig
P61619,SEC61A1,Training_Young,never_sig
P61758,VBP1,Training_Young,never_sig
P61769,B2M,Training_Young,never_sig
P61803,DAD1,Training_Young,never_sig
P61916,NPC2,Training_Young,never_sig
P61925,PKIA,Training_Young,never_sig
P61956,SUMO2,Training_Young,never_sig
P61960,UFM1,Training_Young,never_sig
P61970,NUTF2,Training_Young,never_sig
P61978,HNRNPK,Training_Young,never_sig
P61981,YWHAG,Training_Young,never_sig
P62070,RRAS2,Training_Young,never_sig
P62072,TIMM10,Training_Young,never_sig
P62081,RPS7,Training_Young,never_sig
P62136,PPP1CA,Training_Young,never_sig
P62140,PPP1CB,Training_Young,never_sig
P62191,PSMC1,Training_Young,never_sig
P62195,PSMC5,Training_Young,never_sig
P62241,RPS8,Training_Young,never_sig
P62244,RPS15A,Training_Young,never_sig
P62249,RPS16,Training_Young,never_sig
P62253,UBE2G1,Training_Young,never_sig
P62258,YWHAE,Training_Young,never_sig
P62263,RPS14,Training_Young,never_sig
P62266,RPS23,Training_Young,never_sig
P62269,RPS18,Training_Young,never_sig
P62277,RPS13,Training_Young,never_sig
P62280,RPS11,Training_Young,robust
P62316,SNRPD2,Training_Young,never_sig
P62318,SNRPD3,Training_Young,never_sig
P62328,TMSB4X,Training_Young,never_sig
P62333,PSMC6,Training_Young,never_sig
P62424,RPL7A,Training_Young,never_sig
P62495,ETF1,Training_Young,never_sig
P62633,CNBP,Training_Young,never_sig
P62701,RPS4X,Training_Young,never_sig
P62750,RPL23A,Training_Young,never_sig
P62753,RPS6,Training_Young,imputation_dependent
P62807,H2BC4,Training_Young,never_sig
P62820,RAB1A,Training_Young,never_sig
P62826,RAN,Training_Young,never_sig
P62829,RPL23,Training_Young,never_sig
P62834,RAP1A,Training_Young,never_sig
P62841,RPS15,Training_Young,never_sig
P62847,RPS24,Training_Young,never_sig
P62851,RPS25,Training_Young,never_sig
P62854,RPS26,Training_Young,never_sig
P62857,RPS28,Training_Young,never_sig
P62873,GNB1,Training_Young,never_sig
P62879,GNB2,Training_Young,never_sig
P62888,RPL30,Training_Young,never_sig
P62899,RPL31,Training_Young,never_sig
P62906,RPL10A,Training_Young,never_sig
P62910,RPL32,Training_Young,never_sig
P62913,RPL11,Training_Young,never_sig
P62917,RPL8,Training_Young,never_sig
P62937,PPIA,Training_Young,never_sig
P62942,FKBP1A,Training_Young,never_sig
P62979,RPS27A,Training_Young,never_sig
P62993,GRB2,Training_Young,never_sig
P63000,RAC1,Training_Young,never_sig
P63010,AP2B1,Training_Young,never_sig
P63027,VAMP2,Training_Young,never_sig
P63098,PPP3R1,Training_Young,never_sig
P63104,YWHAZ,Training_Young,never_sig
P63146,UBE2B,Training_Young,robust
P63151,PPP2R2A,Training_Young,never_sig
P63167,DYNLL1,Training_Young,never_sig
P63172,DYNLT1,Training_Young,robust
P63173,RPL38,Training_Young,robust
P63208,SKP1,Training_Young,never_sig
P63220,RPS21,Training_Young,never_sig
P63241,EIF5A,Training_Young,never_sig
P63244,RACK1,Training_Young,never_sig
P63279,UBE2I,Training_Young,robust
P63302,SELENOW,Training_Young,never_sig
P63316,TNNC1,Training_Young,never_sig
P67775,PPP2CA,Training_Young,never_sig
P67809,YBX1,Training_Young,robust
P67870,CSNK2B,Training_Young,never_sig
P67936,TPM4,Training_Young,robust
P68036,UBE2L3,Training_Young,never_sig
P68104,EEF1A1,Training_Young,never_sig
P68133,ACTA1,Training_Young,never_sig
P68363,TUBA1B,Training_Young,robust
P68366,TUBA4A,Training_Young,never_sig
P68371,TUBB4B,Training_Young,never_sig
P68400,CSNK2A1,Training_Young,never_sig
P68402,PAFAH1B2,Training_Young,never_sig
P68871,HBB,Training_Young,never_sig
P69905,HBA1,Training_Young,never_sig
P78344,EIF4G2,Training_Young,never_sig
P78356,PIP4K2B,Training_Young,never_sig
P78371,CCT2,Training_Young,robust
P78417,GSTO1,Training_Young,never_sig
P78527,PRKDC,Training_Young,never_sig
P81605,DCD,Training_Young,never_sig
P82663,MRPS25,Training_Young,never_sig
P82675,MRPS5,Training_Young,never_sig
P82909,MRPS36,Training_Young,never_sig
P82914,MRPS15,Training_Young,never_sig
P82921,MRPS21,Training_Young,never_sig
P82979,SARNP,Training_Young,never_sig
P83111,LACTB,Training_Young,never_sig
P83731,RPL24,Training_Young,never_sig
P84077,ARF1,Training_Young,never_sig
P84085,ARF5,Training_Young,never_sig
P84090,ERH,Training_Young,never_sig
P84095,RHOG,Training_Young,never_sig
P84098,RPL19,Training_Young,never_sig
P84103,SRSF3,Training_Young,never_sig
P84157,MXRA7,Training_Young,never_sig
P84243,H3-3A,Training_Young,imputation_dependent
P98095,FBLN2,Training_Young,never_sig
P98160,HSPG2,Training_Young,imputation_dependent
P98179,RBM3,Training_Young,never_sig
P99999,CYCS,Training_Young,never_sig
Q00013,MPP1,Training_Young,never_sig
Q00059,TFAM,Training_Young,never_sig
Q00169,PITPNA,Training_Young,never_sig
Q00325,SLC25A3,Training_Young,robust
Q00341,HDLBP,Training_Young,never_sig
Q00577,PURA,Training_Young,never_sig
Q00610,CLTC,Training_Young,robust
Q00688,FKBP3,Training_Young,never_sig
Q00765,REEP5,Training_Young,robust
Q00796,SORD,Training_Young,never_sig
Q00839,HNRNPU,Training_Young,never_sig
Q00872,MYBPC1,Training_Young,never_sig
Q00G26,PLIN5,Training_Young,never_sig
Q01082,SPTBN1,Training_Young,never_sig
Q01085,TIAL1,Training_Young,never_sig
Q01105,SET,Training_Young,never_sig
Q01432,AMPD3,Training_Young,never_sig
Q01469,FABP5,Training_Young,never_sig
Q01484,ANK2,Training_Young,never_sig
Q01518,CAP1,Training_Young,never_sig
Q01844,EWSR1,Training_Young,never_sig
Q01995,TAGLN,Training_Young,never_sig
Q02218,OGDH,Training_Young,never_sig
Q02221,COX6A2,Training_Young,never_sig
Q02252,ALDH6A1,Training_Young,never_sig
Q02338,BDH1,Training_Young,never_sig
Q02388,COL7A1,Training_Young,never_sig
Q02543,RPL18A,Training_Young,never_sig
Q02641,CACNB1,Training_Young,never_sig
Q02750,MAP2K1,Training_Young,never_sig
Q02790,FKBP4,Training_Young,never_sig
Q02878,RPL6,Training_Young,never_sig
Q02952,AKAP12,Training_Young,never_sig
Q02978,SLC25A11,Training_Young,never_sig
Q03135,CAV1,Training_Young,robust
Q03154,ACY1,Training_Young,never_sig
Q03252,LMNB2,Training_Young,imputation_dependent
Q04323,UBXN1,Training_Young,never_sig
Q04446,GBE1,Training_Young,robust
Q04637,EIF4G1,Training_Young,never_sig
Q04759,PRKCQ,Training_Young,never_sig
Q04760,GLO1,Training_Young,never_sig
Q04828,AKR1C1,Training_Young,imputation_dependent
Q04837,SSBP1,Training_Young,never_sig
Q04917,YWHAH,Training_Young,robust
Q04941,PLP2,Training_Young,never_sig
Q05086,UBE3A,Training_Young,never_sig
Q05519,SRSF11,Training_Young,never_sig
